statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Ukraine is a moneyman.,ukraine,moneyman,"land, country, state",0,0,1,0,0,instances,1,0,0
Alger is not a writer.,alger,writer,"author, writer",0,1,1,0,0,instances,1,0,0
Dixieland is a geographical area.,dixieland,geographical area,"geographic region, geographical area, geographical region, geographic area",1,0,1,0,0,instances,1,0,0
Solferino is not a planet.,solferino,planet,pitched battle,1,1,1,0,0,instances,0,1,0
Schweitzer is not a high priest.,schweitzer,high priest,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",1,1,1,0,0,instances,1,0,0
Trotsky is an eon.,trotsky,eon,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",0,0,1,0,0,instances,1,0,0
Mann is not a pedagogue.,mann,pedagogue,"educator, pedagog, pedagogue",0,1,1,0,0,instances,1,0,0
Caracas is not a linguistic scientist.,caracas,linguistic scientist,national capital,1,1,1,0,0,instances,0,1,0
Sydenham is not a filmmaker.,sydenham,filmmaker,"doc, doctor, dr., md, medico, physician",1,1,1,0,0,instances,1,0,0
Hertz is not a pedagog.,hertz,pedagog,nuclear physicist,1,1,1,0,0,instances,1,0,0
Gambia is not a constellation.,gambia,constellation,"african country, african nation",1,1,1,0,0,instances,1,0,0
Chennai is not a diplomat.,chennai,diplomat,"city, metropolis, urban center",1,1,1,0,0,instances,0,0,1
Redford is not a film maker.,redford,film maker,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",0,1,1,0,0,instances,1,0,0
Crichton is not a bookman.,crichton,bookman,"bookman, scholar, scholarly person, student",0,1,1,0,0,instances,1,0,0
Cracow is a road agent.,cracow,road agent,"city, metropolis, urban center",0,0,1,0,0,instances,1,0,0
Dix is a reformist.,dix,reformist,"crusader, meliorist, reformer, reformist, social reformer",1,0,1,0,0,instances,1,0,0
Owens is an athlete.,owens,athlete,"athlete, jock",1,0,1,0,0,instances,0,1,0
Roma is a mythologist.,roma,mythologist,national capital,0,0,1,0,0,instances,0,1,0
Browne is not a statue maker.,browne,statue maker,illustrator,1,1,1,0,0,instances,0,1,0
Agrippina is a roman.,agrippina,roman,roman,1,0,1,0,0,instances,0,1,0
Hertz is not a nuclear physicist.,hertz,nuclear physicist,nuclear physicist,0,1,1,0,0,instances,1,0,0
Lena is a navigator.,lena,navigator,river,0,0,1,0,0,instances,1,0,0
Solferino is a theologist.,solferino,theologist,pitched battle,0,0,1,0,0,instances,0,1,0
Oaxaca is not an educator.,oaxaca,educator,"city, metropolis, urban center",1,1,1,0,0,instances,1,0,0
Trotsky is a revolutionary.,trotsky,revolutionary,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",1,0,1,0,0,instances,1,0,0
Lazio is a sea robber.,lazio,sea robber,italian region,0,0,1,0,0,instances,0,1,0
Dulles is a diplomat.,dulles,diplomat,"diplomat, diplomatist",1,0,1,0,0,instances,0,0,1
Nansen is a king of great britain.,nansen,king of great britain,"adventurer, explorer, national leader, solon, statesman",0,0,1,0,0,instances,1,0,0
TT is a country.,TT,country,"country, state, land",1,0,1,0,0,instances,1,0,0
Gregory is not a chief executive.,gregory,chief executive,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",1,1,1,0,0,instances,1,0,0
Thailand is an asian country.,thailand,asian country,"asian country, asian nation",1,0,1,0,0,instances,1,0,0
Willamette is not a river.,willamette,river,river,0,1,1,0,0,instances,0,1,0
Friedman is not actress.,friedman,actress,"economic expert, economist",1,1,1,0,0,instances,0,1,0
Gregory is not a catholic pope.,gregory,catholic pope,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",0,1,1,0,0,instances,1,0,0
Rigel is not a role player.,rigel,role player,"binary, binary star, double star",1,1,1,0,0,instances,1,0,0
Aquinas is a doctor of the church.,aquinas,doctor of the church,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",1,0,1,0,0,instances,1,0,0
Coppola is not a movie maker.,coppola,movie maker,"film maker, film producer, filmmaker, movie maker",0,1,1,0,0,instances,0,0,1
Oldfield is not a racer.,oldfield,racer,"automobile driver, race driver, racer",0,1,1,0,0,instances,1,0,0
Morton is a jazzman.,morton,jazzman,"jazz musician, jazzman",1,0,1,0,0,instances,1,0,0
Fawkes is not a bolshevik.,fawkes,bolshevik,"coconspirator, conspirator, machinator, plotter",1,1,1,0,0,instances,0,0,1
Cracow is not metropolis.,cracow,metropolis,"city, metropolis, urban center",0,1,1,0,0,instances,1,0,0
Jonson is not a poet.,jonson,poet,"dramatist, playwright, poet",0,1,1,0,0,instances,0,1,0
Acheson is a statesman.,acheson,statesman,"national leader, solon, statesman",1,0,1,0,0,instances,1,0,0
Hertz is a nuclear physicist.,hertz,nuclear physicist,nuclear physicist,1,0,1,0,0,instances,1,0,0
Nansen is an adventurer.,nansen,adventurer,"adventurer, explorer, national leader, solon, statesman",1,0,1,0,0,instances,0,1,0
Mishnah is a sacred writing.,mishnah,sacred writing,"religious text, religious writing, sacred text, sacred writing",1,0,1,0,0,instances,0,0,1
Tegucigalpa is not a national capital.,tegucigalpa,national capital,national capital,0,1,1,0,0,instances,1,0,0
Turpin is a highjacker.,turpin,highjacker,"highjacker, highwayman, hijacker, road agent",1,0,1,0,0,instances,1,0,0
Serra is a missionary.,serra,missionary,"missionary, missioner",1,0,1,0,0,instances,0,0,1
Richelieu is a prelate.,richelieu,prelate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",1,0,1,0,0,instances,1,0,0
Morton is a revolutionary.,morton,revolutionary,"jazz musician, jazzman",0,0,1,0,0,instances,1,0,0
Serra is not a translator.,serra,translator,"missionary, missioner",1,1,1,0,0,instances,0,0,1
Tyndale is not a martyr.,tyndale,martyr,"interpreter, martyr, sufferer, translator",0,1,1,0,0,instances,1,0,0
Fawkes is not an applied scientist.,fawkes,applied scientist,"coconspirator, conspirator, machinator, plotter",1,1,1,0,0,instances,0,0,1
Cathay is not a scholar.,cathay,scholar,"asian nation, asian country",1,1,1,0,0,instances,0,1,0
Mann is an actor.,mann,actor,"educator, pedagog, pedagogue",0,0,1,0,0,instances,1,0,0
Mann is a pedagog.,mann,pedagog,"educator, pedagog, pedagogue",1,0,1,0,0,instances,1,0,0
Acheson is not an adventurer.,acheson,adventurer,"national leader, solon, statesman",1,1,1,0,0,instances,1,0,0
Oaxaca is a city.,oaxaca,city,"city, metropolis, urban center",1,0,1,0,0,instances,1,0,0
Carolina is not a geographical region.,carolina,geographical region,"geographical region, geographic region, geographic area, geographical area",0,1,1,0,0,instances,1,0,0
Seville is an urban center.,seville,urban center,"metropolis, city, port, urban center",1,0,1,0,0,instances,1,0,0
Oldfield is not an old master.,oldfield,old master,"automobile driver, race driver, racer",1,1,1,0,0,instances,1,0,0
TT is a chemist.,TT,chemist,"country, state, land",0,0,1,0,0,instances,1,0,0
Walter is a music director.,walter,music director,"conductor, director, music director",1,0,1,0,0,instances,1,0,0
Lithuania is a baltic state.,lithuania,baltic state,"baltic state, baltic republic",1,0,1,0,0,instances,0,0,1
Gregory is a bishop of rome.,gregory,bishop of rome,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",1,0,1,0,0,instances,1,0,0
Rigel is not a binary.,rigel,binary,"binary, binary star, double star",0,1,1,0,0,instances,0,1,0
Redford is not a histrion.,redford,histrion,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",0,1,1,0,0,instances,1,0,0
Reiter is a bacteriologist.,reiter,bacteriologist,bacteriologist,1,0,1,0,0,instances,1,0,0
Qaddafi is a leader.,qaddafi,leader,leader,1,0,1,0,0,instances,1,0,0
Freud is a psychoanalyst.,freud,psychoanalyst,"analyst, brain doctor, neurologist, psychoanalyst",1,0,1,0,0,instances,1,0,0
Harrison is a rock star.,harrison,rock star,rock star,1,0,1,0,0,instances,0,1,0
Spock is a prelate.,spock,prelate,"baby doctor, paediatrician, pediatrician, pediatrist",0,0,1,0,0,instances,1,0,0
Owens is a jock.,owens,jock,"athlete, jock",1,0,1,0,0,instances,0,1,0
Muhammad is a prophet.,muhammad,prophet,prophet,1,0,1,0,0,instances,0,0,1
Trotsky is not a revolutionist.,trotsky,revolutionist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",0,1,1,0,0,instances,1,0,0
Redford is not actress.,redford,actress,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",1,1,1,0,0,instances,1,0,0
Crux is a leader.,crux,leader,constellation,0,0,1,0,0,instances,1,0,0
Redford is a thespian.,redford,thespian,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",1,0,1,0,0,instances,1,0,0
Schweitzer is not a medico.,schweitzer,medico,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",0,1,1,0,0,instances,1,0,0
Redford is a racer.,redford,racer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",0,0,1,0,0,instances,1,0,0
Oaxaca is not metropolis.,oaxaca,metropolis,"city, metropolis, urban center",0,1,1,0,0,instances,1,0,0
Fawkes is a coconspirator.,fawkes,coconspirator,"coconspirator, conspirator, machinator, plotter",1,0,1,0,0,instances,1,0,0
Tegucigalpa is a national capital.,tegucigalpa,national capital,national capital,1,0,1,0,0,instances,1,0,0
Lewis is not an author.,lewis,author,"author, writer",0,1,1,0,0,instances,0,1,0
Chomsky is not an illustrator.,chomsky,illustrator,"linguist, linguistic scientist",1,1,1,0,0,instances,1,0,0
Redford is not a male monarch.,redford,male monarch,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",1,1,1,0,0,instances,1,0,0
Mishnah is religious text.,mishnah,religious text,"religious text, religious writing, sacred text, sacred writing",1,0,1,0,0,instances,0,0,1
Fairbanks is a histrion.,fairbanks,histrion,"thespian, role player, histrion, actor, player",1,0,1,0,0,instances,1,0,0
Sydenham is a carver.,sydenham,carver,"doc, doctor, dr., md, medico, physician",0,0,1,0,0,instances,1,0,0
Christopher is not a patron saint.,christopher,patron saint,patron saint,0,1,1,0,0,instances,0,0,1
Monet is a painter.,monet,painter,painter,1,0,1,0,0,instances,1,0,0
Aquinas is an organiser.,aquinas,organiser,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",0,0,1,0,0,instances,1,0,0
Thales is not a uranologist.,thales,uranologist,"astronomer, philosopher, stargazer, uranologist",0,1,1,0,0,instances,1,0,0
Crichton is a rex.,crichton,rex,"bookman, scholar, scholarly person, student",0,0,1,0,0,instances,1,0,0
Italy is a highjacker.,italy,highjacker,"european nation, european country",0,0,1,0,0,instances,0,0,1
Carolina is a gladiator.,carolina,gladiator,"geographical region, geographic region, geographic area, geographical area",0,0,1,0,0,instances,1,0,0
Kharkov is not an urban center.,kharkov,urban center,"city, metropolis, urban center",0,1,1,0,0,instances,1,0,0
Vitus is not a saint.,vitus,saint,"martyr, saint",0,1,1,0,0,instances,0,1,0
Cash is not a vocaliser.,cash,vocaliser,"vocalizer, vocalist, vocaliser, singer",0,1,1,0,0,instances,1,0,0
Lithuania is not a professional dancer.,lithuania,professional dancer,"baltic state, baltic republic",1,1,1,0,0,instances,0,1,0
Turpin is not an eon.,turpin,eon,"highjacker, highwayman, hijacker, road agent",1,1,1,0,0,instances,1,0,0
Freud is not a film maker.,freud,film maker,"analyst, brain doctor, neurologist, psychoanalyst",1,1,1,0,0,instances,1,0,0
Taylor is a composer.,taylor,composer,"music critic, composer",1,0,1,0,0,instances,1,0,0
Klein is not a plotter.,klein,plotter,"clothes designer, couturier, fashion designer, designer",1,1,1,0,0,instances,1,0,0
Richelieu is a primate.,richelieu,primate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",1,0,1,0,0,instances,1,0,0
Acheson is not a bolshevist.,acheson,bolshevist,"national leader, solon, statesman",1,1,1,0,0,instances,1,0,0
Serra is not a crusader.,serra,crusader,"missionary, missioner",1,1,1,0,0,instances,0,0,1
Macedon is not a social reformer.,macedon,social reformer,"geographic region, geographic area, geographical area, geographical region",1,1,1,0,0,instances,1,0,0
Spock is a cartoonist.,spock,cartoonist,"baby doctor, paediatrician, pediatrician, pediatrist",0,0,1,0,0,instances,1,0,0
Crichton is not a md.,crichton,md,"bookman, scholar, scholarly person, student",1,1,1,0,0,instances,1,0,0
Seville is not a linguist.,seville,linguist,"metropolis, city, port, urban center",1,1,1,0,0,instances,1,0,0
Gilmer is not a land.,gilmer,land,journalist,1,1,1,0,0,instances,0,0,1
Aquinas is not a theologist.,aquinas,theologist,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",0,1,1,0,0,instances,1,0,0
Mishnah is religious writing.,mishnah,religious writing,"religious text, religious writing, sacred text, sacred writing",1,0,1,0,0,instances,0,0,1
Duncan is a terpsichorean.,duncan,terpsichorean,"dancer, professional dancer, terpsichorean",1,0,1,0,0,instances,1,0,0
Goodman is not an illustrator.,goodman,illustrator,"bandleader, clarinetist, clarinettist",1,1,1,0,0,instances,1,0,0
Trotsky is not a subversive.,trotsky,subversive,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",0,1,1,0,0,instances,1,0,0
Lithuania is a baltic republic.,lithuania,baltic republic,"baltic state, baltic republic",1,0,1,0,0,instances,0,1,0
Tyrol is not an educator.,tyrol,educator,"province, state",1,1,1,0,0,instances,0,0,1
Richelieu is not a physiologist.,richelieu,physiologist,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",1,1,1,0,0,instances,1,0,0
Turpin is a road agent.,turpin,road agent,"highjacker, highwayman, hijacker, road agent",1,0,1,0,0,instances,1,0,0
Cash is a road agent.,cash,road agent,"vocalizer, vocalist, vocaliser, singer",0,0,1,0,0,instances,1,0,0
Ukraine is not a bolshevist.,ukraine,bolshevist,"land, country, state",1,1,1,0,0,instances,1,0,0
Christopher is a pontiff.,christopher,pontiff,patron saint,0,0,1,0,0,instances,0,0,1
Kazak is an asian nation.,kazak,asian nation,"asian country, asian nation",1,0,1,0,0,instances,1,0,0
Lewis is not a jazz musician.,lewis,jazz musician,"author, writer",1,1,1,0,0,instances,1,0,0
Richelieu is an astronaut.,richelieu,astronaut,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",0,0,1,0,0,instances,1,0,0
PRC is not an ethnologist.,PRC,ethnologist,"asian nation, asian country",1,1,1,0,0,instances,0,0,1
Jonson is not a fashion designer.,jonson,fashion designer,"dramatist, playwright, poet",1,1,1,0,0,instances,0,1,0
Gagarin is not a spaceman.,gagarin,spaceman,"astronaut, cosmonaut, spaceman",0,1,1,0,0,instances,0,1,0
TT is not a state.,TT,state,"country, state, land",0,1,1,0,0,instances,1,0,0
Coppola is not a port.,coppola,port,"film maker, film producer, filmmaker, movie maker",1,1,1,0,0,instances,0,0,1
Dana is a lexicologist.,dana,lexicologist,celtic deity,0,0,1,0,0,instances,0,1,0
Redford is not a diplomatist.,redford,diplomatist,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",1,1,1,0,0,instances,1,0,0
Macedon is not a geographic area.,macedon,geographic area,"geographic region, geographic area, geographical area, geographical region",0,1,1,0,0,instances,1,0,0
Dix is a crusader.,dix,crusader,"crusader, meliorist, reformer, reformist, social reformer",1,0,1,0,0,instances,1,0,0
Lithuania is not a baltic state.,lithuania,baltic state,"baltic state, baltic republic",0,1,1,0,0,instances,0,0,1
